1,1
1.001,0.7
1.002,0.8
1.003,1
1.004,1
1.005,0.9
1.006,0.8
1.007,0.9
1.008,0.9
1.009,1
1.01,0.8
1.011,0.9
1.012,0.8
1.013,0.8
1.014,1
1.015,0.9
1.016,0.9
1.017,0.9
1.018,0.8
1.019,1
1.02,1
1.021,0.8
1.022,0.9
1.023,0.7
1.024,0.9
1.025,0.9
1.026,0.9
1.027,0.8
1.028,0.7
1.029,0.8
1.03,0.9
1.031,0.8
1.032,0.8
1.033,1
1.034,0.8
1.035,0.8
1.036,0.8
1.037,0.9
1.038,0.6
1.039,0.8
1.04,1
1.041,0.8
1.042,0.6
1.043,1
1.044,0.7
1.045,0.8
1.046,0.9
1.047,1
1.048,0.7
1.049,0.8
1.05,0.9
1.051,0.8
1.052,0.8
1.053,0.9
1.054,0.8
1.055,0.9
1.056,0.9
1.057,1
1.058,0.8
1.059,0.9
1.06,0.9
1.061,1
1.062,0.7
1.063,0.7
1.064,0.7
1.065,0.9
1.066,0.8
1.067,1
1.068,0.7
1.069,0.7
1.07,0.7
1.071,0.6
1.072,0.7
1.073,0.8
1.074,0.9
1.075,0.7
1.076,0.9
1.077,0.9
1.078,0.8
1.079,0.8
1.08,0.9
1.081,0.9
1.082,0.8
1.083,0.9
1.084,0.8
1.085,0.7
1.086,1
1.087,0.9
1.088,0.5
1.089,0.7
1.09,0.9
1.091,0.6
1.092,0.8
1.093,0.9
1.094,0.7
1.095,0.7
1.096,0.9
1.097,0.6
1.098,0.8
1.099,0.7
1.1,0.8
1.101,0.8
1.102,0.8
1.103,0.9
1.104,0.7
1.105,0.9
1.106,0.5
1.107,0.8
1.108,0.7
1.109,0.8
1.11,0.9
1.111,0.8
1.112,0.8
1.113,0.7
1.114,0.7
1.115,0.9
1.116,0.8
1.117,0.7
1.118,0.7
1.119,0.7
1.12,0.7
1.121,0.8
1.122,0.5
1.123,0.9
1.124,0.9
1.125,0.7
1.126,0.8
1.127,0.9
1.128,0.9
1.129,0.8
1.13,0.4
1.131,0.9
1.132,0.6
1.133,0.9
1.134,0.5
1.135,0.9
1.136,0.7
1.137,0.7
1.138,0.6
1.139,0.9
1.14,0.6
1.141,0.4
1.142,0.8
1.143,0.6
1.144,0.8
1.145,0.9
1.146,0.8
1.147,0.6
1.148,0.4
1.149,0.8
1.15,0.7
1.151,0.8
1.152,0.8
1.153,0.8
1.154,0.7
1.155,0.7
1.156,0.4
1.157,0.6
1.158,0.3
1.159,0.7
1.16,0.8
1.161,1
1.162,0.7
1.163,0.7
1.164,0.7
1.165,0.7
1.166,0.8
1.167,0.4
1.168,0.5
1.169,0.7
1.17,0.7
1.171,0.6
1.172,0.5
1.173,0.7
1.174,0.6
1.175,0.5
1.176,0.6
1.177,0.6
1.178,0.7
1.179,0.5
1.18,0.8
1.181,0.6
1.182,0.7
1.183,0.8
1.184,0.5
1.185,1
1.186,0.5
1.187,0.5
1.188,0.3
1.189,0.7
1.19,0.6
1.191,0.8
1.192,0.7
1.193,0.7
1.194,0.7
1.195,0.5
1.196,0.6
1.197,0.6
1.198,0.6
1.199,0.6
1.2,0.5
1.201,0.6
1.202,0.9
1.203,0.6
1.204,0.8
1.205,0.7
1.206,0.5
1.207,0.5
1.208,0.5
1.209,0.6
1.21,0.4
1.211,0.6
1.212,0.3
1.213,0.6
1.214,0.6
1.215,0.7
1.216,0.6
1.217,0.7
1.218,0.5
1.219,0.7
1.22,0.2
1.221,0.4
1.222,0.3
1.223,0.6
1.224,0.4
1.225,0.2
1.226,0.5
1.227,0.7
1.228,0.7
1.229,0.5
1.23,0.6
1.231,0.6
1.232,0.6
1.233,0.2
1.234,0.5
1.235,0.6
1.236,0.5
1.237,0.8
1.238,0.8
1.239,0.1
1.24,0.6
1.241,0.4
1.242,0.4
1.243,0.7
1.244,0.6
1.245,0.6
1.246,0.4
1.247,0.8
1.248,0.4
1.249,0.6
1.25,0.4
1.251,0.6
1.252,0.7
1.253,0.5
1.254,0.4
1.255,0.5
1.256,0.5
1.257,0.3
1.258,0.7
1.259,0.4
1.26,0.5
1.261,0.4
1.262,0.5
1.263,0.5
1.264,0.6
1.265,0.6
1.266,0.4
1.267,0.5
1.268,0.3
1.269,0.5
1.27,0.6
1.271,0.5
1.272,0.4
1.273,0.4
1.274,0.4
1.275,0.5
1.276,0.5
1.277,0.3
1.278,0.4
1.279,0.3
1.28,0.5
1.281,0.8
1.282,0.5
1.283,0.2
1.284,0.6
1.285,0.6
1.286,0.5
1.287,0.6
1.288,0.4
1.289,0.6
1.29,0.6
1.291,0.6
1.292,0.8
1.293,0.2
1.294,0.6
1.295,0.4
1.296,0.4
1.297,0.4
1.298,0.5
1.299,0.2
1.3,0.7
1.301,0.4
1.302,0.4
1.303,0.4
1.304,0.3
1.305,0.2
1.306,0.3
1.307,0.6
1.308,0.4
1.309,0.3
1.31,0.3
1.311,0.4
1.312,0.4
1.313,0.5
1.314,0.2
1.315,0.5
1.316,0.3
1.317,0.5
1.318,0.4
1.319,0.6
1.32,0.2
1.321,0.3
1.322,0.5
1.323,0.4
1.324,0.3
1.325,0.4
1.326,0.3
1.327,0.7
1.328,0.4
1.329,0.4
1.33,0.2
1.331,0.4
1.332,0.5
1.333,0.5
1.334,0.6
1.335,0.3
1.336,0
